FRL0;0.1399;0.1941
FRM0;0.4000;:
FRY1;:;:
FRY2;:;:
FRY3;:;:
FRY4;:;:
HR02;0.4152;0.4325
HR03;0.3390;0.3921
HR04;:;0.2976
HR05;:;:
HR06;0.4485;0.4375
ITC1;0.4730;0.4545
ITC2;0.4950;0.4713
ITC3;0.4177;0.3804
ITC4;0.4518;0.4804
ITF1;0.5468;0.4485
ITF2;0.3946;0.2795
ITF3;0.3240;0.2792
ITF4;0.6176;0.4989
ITF5;0.2912;0.0524
ITF6;0.5250;0.4628
ITG1;0.5610;0.4967
ITG2;0.4590;0.3278
ITH1;0.3377;0.3278
ITH2;0.4141;0.3580
ITH3;0.6682;0.6340
ITH4;0.4148;0.3732
ITH5;0.4236;0.3212
ITI1;0.5152;0.4512
ITI2;0.3665;0.2177
ITI3;0.6729;0.6634
ITI4;0.3595;0.2549
CY00;0.1747;0.2628
LV00;0.2207;0.2090
LT01;0.0691;0.0796
LT02;0.1772;0.2355
LT00;:;:
LU00;0.4081;0.4145
HU11;:;:
HU12;0.8590;0.8519
HU10;:;:
HU21;0.3700;0.3875
HU22;0.3562;0.3658
HU23;0.3082;0.3224
HU31;0.3809;0.3998
HU32;0.3633;0.3664
HU33;0.4317;0.4382
MT00;0.4921;0.4756
NL11;0.3040;0.3852
NL12;0.2778;0.5302
NL13;0.5284;0.5531
NL21;0.3768;0.3818
NL22;0.5495;0.5448
NL23;0.2934;0.3255
NL31;0.3201;0.3152
NL32;0.1797;0.1874
NL33;0.1566;0.1603
NL34;0.2783;0.2702
NL41;0.4001;0.4115
NL42;0.3340;0.3264
AT11;0.2177;0.2294
AT12;0.5044;0.5264
AT13;:;:
AT21;0.2559;0.2634
AT22;0.2889;0.2944
AT31;0.4045;0.3844
AT32;0.2845;0.2897
AT33;0.3814;0.3875
AT34;0.8257;0.8280
PL21;0.3202;0.3480
PL22;0.2694;0.2661
PL41;0.3167;0.2197
PL42;0.3365;0.1638
PL43;0.4545;0.1920
PL51;0.2753;0.2041
PL52;0.5398;0.2379
PL61;0.1670;0.1260
PL62;0.3497;0.1993
PL63;0.2579;0.2361
PL71;0.2439;0.2496
PL72;0.2175;0.1944
PL81;0.2252;0.2266
PL82;0.2988;0.3839
PL84;0.2115;0.1654
PL91;0.2528;0.2386
PL92;0.3151;0.2540
PT11;0.3823;0.3868
PT15;0.5186;0.5645
PT16;0.4106;0.3952
PT17;0.0924;0.1096
PT18;0.2669;0.2704
PT20;0.1677;0.1876
PT30;0.3906;0.3947
RO11;0.2451;0.2505
RO12;0.3259;0.3136
RO21;0.2369;0.2340
RO22;0.2719;0.2557
RO31;0.3713;0.3385
RO32;0.1165;0.1074
RO41;0.2053;0.1867
RO42;0.3644;0.3517
SI03;0.2885;0.2854
SI01;:;:
SI04;0.4290;0.4232
SI02;:;:
SK01;0.1606;0.2054
SK02;0.4435;0.4538
SK03;0.4704;0.4531
SK04;0.3583;0.3767
FI19;0.3112;0.2908
FI1B;0.1740;0.1880
FI1C;0.5053;0.4493
FI1D;0.3608;0.3676
FI20;0.4722;0.4485
SE11;0.3113;0.2859
SE12;0.2949;0.2950
SE21;0.6012;0.6036
SE22;0.1889;0.1725
SE23;0.3927;0.3653
SE31;0.5771;0.5336
SE32;0.5353;0.5792
SE33;0.3551;0.4278
NO02;0.3981;:
NO06;0.1243;:
NO07;0.5582;:
NO08;0.3907;:
NO09;0.7953;:
NO0A;0.2600;:
UKC1;:;0.4993
UKC2;:;0.1261
UKD1;:;0.4821
UKD3;:;:
UKD4;:;0.4566
UKD6;:;0.7824
UKD7;:;:
UKE1;:;0.3145
UKE2;:;0.4039
UKE3;:;:
UKE4;:;0.1017
UKF1;:;0.4108
UKF2;:;0.4596
UKF3;:;0.4274
UKG1;:;0.4266
UKG2;:;0.3142
UKG3;:;:
UKH1;:;0.3203
UKH2;:;0.5605
UKH3;:;0.3040
UKI1;:;:
UKI2;:;:
UKI3;:;:
UKI4;:;0.0112
UKI5;:;:
UKI6;:;:
UKI7;:;:
UKJ1;:;0.3778
UKJ2;:;0.5488
UKJ3;:;0.4023
UKJ4;:;0.3720
UKK1;:;0.3837
UKK2;:;0.5390
UKK3;:;0.6012
UKK4;:;0.2702
UKL1;:;0.6141
UKL2;:;0.2671
UKM2;:;:
UKM3;:;:
UKM5;:;0.2510
UKM6;:;0.3901
UKM7;:;0.4525
UKM8;:;0.3675
UKM9;:;0.6682
UKN0;:;0.1429
ME00;:;:
MK00;:;:
RS11;0.1319;0.1402
RS12;0.4066;0.4190
RS21;0.1876;0.1868
RS22;0.2840;0.2850
TR10;:;:
TR21;:;:
TR22;:;:
TR31;:;:
TR32;:;:
TR33;:;:
TR41;:;:
TR42;:;:
TR51;:;:
TR52;:;:
TR61;:;:
TR62;:;:
TR63;:;:
TR71;:;:
TR72;:;:
TR81;:;:
TR82;:;:
TR83;:;:
TR90;:;:
TRA1;:;:
TRA2;:;:
TRB1;:;:
TRB2;:;:
TRC1;:;:
TRC2;:;:
TRC3;:;:
